step packing-fraction pressure energy-change total-events
87 0.449217514970232 9.119996337370747 -3.690294708820295 184700 
88 0.4521099647174535 9.155307475669261 -3.622708593827384 186800 
89 0.4549637267810134 9.285532400611466 -3.608020013474643 188900 
90 0.4575954882272991 9.839610186562625 -3.525834684527339 191000 
91 0.460286067908287 10.03026793506972 -3.665629718446972 193100 
92 0.4630277834209847 9.94312619959743 -3.677930404518682 195200 
93 0.4656998890979676 10.11850041422122 -3.632122888933464 197300 
94 0.46847699422814 9.968297274121635 -3.6930557716637 199400 
95 0.4709741372460438 10.88565436500184 -3.638027396984599 201500 
96 0.4735500223174972 10.56789229242939 -3.611743957290514 203600 
97 0.4762009806793371 10.48305710923491 -3.665690467814618 205700 
98 0.4788367105420851 10.24125250179341 -3.527422947922207 207800 
99 0.4811992586134837 11.40661489581075 -3.542476984935392 209900 
